Ciudad,Fecha,Temperatura (°C),Velocidad del Viento (m/s),Precipitación (mm),Humedad Relativa (%),Nubosidad (%),Año,Mes,Día,Hora
Manizales,2025-05-09 10:00:00,19.4,6.8,0.0,80,86,2025,5,9,10
Manizales,2025-05-09 11:00:00,20.0,8.3,1.4,80,91,2025,5,9,11
Manizales,2025-05-09 12:00:00,20.4,8.8,1.4,81,95,2025,5,9,12
Manizales,2025-05-09 13:00:00,20.5,8.9,1.4,82,100,2025,5,9,13
Manizales,2025-05-09 14:00:00,20.2,8.2,4.0,83,100,2025,5,9,14
Manizales,2025-05-09 15:00:00,19.7,7.2,4.0,84,100,2025,5,9,15
Manizales,2025-05-09 16:00:00,19.2,5.4,4.0,86,100,2025,5,9,16
Manizales,2025-05-09 17:00:00,18.5,2.6,1.0,88,100,2025,5,9,17
Manizales,2025-05-09 18:00:00,17.8,1.5,1.0,91,100,2025,5,9,18
Manizales,2025-05-09 19:00:00,17.3,3.3,1.0,92,100,2025,5,9,19
Manizales,2025-05-09 20:00:00,17.0,4.0,0.0,90,100,2025,5,9,20
Manizales,2025-05-09 21:00:00,16.8,3.8,0.0,87,100,2025,5,9,21
Manizales,2025-05-09 22:00:00,16.6,3.5,0.0,84,100,2025,5,9,22
Manizales,2025-05-09 23:00:00,16.3,3.9,0.0,84,100,2025,5,9,23
Pereira,2025-05-03 00:00:00,18.6,2.3,4.8,98,100,2025,5,3,0
Pereira,2025-05-03 01:00:00,18.4,1.0,2.5,99,100,2025,5,3,1
Pereira,2025-05-03 02:00:00,18.1,1.5,0.6,100,100,2025,5,3,2
Pereira,2025-05-03 03:00:00,18.1,1.8,0.0,100,100,2025,5,3,3
Pereira,2025-05-03 04:00:00,18.0,2.3,0.3,98,100,2025,5,3,4
Pereira,2025-05-03 05:00:00,17.8,2.9,0.0,99,100,2025,5,3,5
Pereira,2025-05-03 06:00:00,17.6,2.8,0.0,99,100,2025,5,3,6
Pereira,2025-05-03 07:00:00,18.2,3.6,0.0,96,86,2025,5,3,7
Pereira,2025-05-03 08:00:00,19.6,4.7,0.0,90,85,2025,5,3,8
Pereira,2025-05-03 09:00:00,20.9,4.2,0.0,84,82,2025,5,3,9
Pereira,2025-05-03 10:00:00,22.1,3.3,0.0,78,92,2025,5,3,10
Pereira,2025-05-03 11:00:00,23.6,4.1,0.0,71,55,2025,5,3,11
Pereira,2025-05-03 12:00:00,24.7,3.4,0.1,65,85,2025,5,3,12
Pereira,2025-05-03 13:00:00,25.2,3.7,0.1,62,100,2025,5,3,13
Pereira,2025-05-03 14:00:00,24.9,4.8,0.2,64,100,2025,5,3,14
Pereira,2025-05-03 15:00:00,24.2,4.1,0.7,69,100,2025,5,3,15
Pereira,2025-05-03 16:00:00,22.7,3.7,5.2,77,100,2025,5,3,16
Pereira,2025-05-03 17:00:00,21.4,1.4,4.4,83,100,2025,5,3,17
Pereira,2025-05-03 18:00:00,20.6,2.7,1.9,87,100,2025,5,3,18
Pereira,2025-05-03 19:00:00,20.1,0.8,2.0,91,100,2025,5,3,19
Pereira,2025-05-03 20:00:00,19.7,0.7,3.1,92,100,2025,5,3,20
Pereira,2025-05-03 21:00:00,19.2,1.1,3.1,94,100,2025,5,3,21
Pereira,2025-05-03 22:00:00,18.9,0.7,3.0,96,100,2025,5,3,22
Pereira,2025-05-03 23:00:00,18.7,1.3,3.1,97,100,2025,5,3,23
Pereira,2025-05-04 00:00:00,18.6,0.8,3.1,97,100,2025,5,4,0
Pereira,2025-05-04 01:00:00,18.4,1.3,3.7,97,100,2025,5,4,1
Pereira,2025-05-04 02:00:00,18.1,2.3,4.1,98,100,2025,5,4,2
Pereira,2025-05-04 03:00:00,18.1,2.0,3.3,98,100,2025,5,4,3
Pereira,2025-05-04 04:00:00,17.9,1.6,1.6,98,100,2025,5,4,4
Pereira,2025-05-04 05:00:00,17.8,2.3,0.5,98,100,2025,5,4,5
Pereira,2025-05-04 06:00:00,17.6,2.9,0.0,98,100,2025,5,4,6
Pereira,2025-05-04 07:00:00,18.0,3.0,0.0,96,100,2025,5,4,7
Pereira,2025-05-04 08:00:00,18.9,2.9,0.0,92,100,2025,5,4,8
Pereira,2025-05-04 09:00:00,20.2,3.1,0.0,87,100,2025,5,4,9
Pereira,2025-05-04 10:00:00,21.2,3.6,0.1,82,99,2025,5,4,10
Pereira,2025-05-04 11:00:00,22.5,4.8,0.0,76,96,2025,5,4,11
Pereira,2025-05-04 12:00:00,23.6,4.5,0.1,72,100,2025,5,4,12
Pereira,2025-05-04 13:00:00,24.3,4.6,0.1,69,81,2025,5,4,13
Pereira,2025-05-04 14:00:00,24.3,4.7,0.4,69,100,2025,5,4,14
Pereira,2025-05-04 15:00:00,23.9,4.3,0.6,71,100,2025,5,4,15
Pereira,2025-05-04 16:00:00,22.5,4.8,4.7,78,100,2025,5,4,16
Pereira,2025-05-04 17:00:00,21.3,2.2,6.0,85,100,2025,5,4,17
Pereira,2025-05-04 18:00:00,20.5,3.3,3.3,91,100,2025,5,4,18
Pereira,2025-05-04 19:00:00,20.0,4.5,3.6,93,100,2025,5,4,19
Pereira,2025-05-04 20:00:00,19.5,2.9,5.3,94,100,2025,5,4,20
Pereira,2025-05-04 21:00:00,19.2,1.0,5.6,95,100,2025,5,4,21
Pereira,2025-05-04 22:00:00,18.8,1.1,4.3,96,100,2025,5,4,22
Pereira,2025-05-04 23:00:00,18.4,2.7,2.3,97,100,2025,5,4,23
Pereira,2025-05-05 00:00:00,18.1,1.0,2.0,97,100,2025,5,5,0
Pereira,2025-05-05 01:00:00,17.9,2.2,1.4,96,100,2025,5,5,1
Pereira,2025-05-05 02:00:00,17.9,1.8,0.8,96,100,2025,5,5,2
Pereira,2025-05-05 03:00:00,17.7,1.3,0.0,97,100,2025,5,5,3
Pereira,2025-05-05 04:00:00,17.5,1.6,0.3,97,100,2025,5,5,4
Pereira,2025-05-05 05:00:00,17.3,1.5,0.1,96,100,2025,5,5,5
Pereira,2025-05-05 06:00:00,17.3,1.8,0.0,96,100,2025,5,5,6
Pereira,2025-05-05 07:00:00,17.9,1.4,0.0,94,100,2025,5,5,7
Pereira,2025-05-05 08:00:00,18.9,1.4,0.0,88,100,2025,5,5,8
Pereira,2025-05-05 09:00:00,19.5,2.8,0.5,89,100,2025,5,5,9
Pereira,2025-05-05 10:00:00,20.5,2.9,0.6,87,100,2025,5,5,10
Pereira,2025-05-05 11:00:00,21.4,3.8,0.1,83,87,2025,5,5,11
Pereira,2025-05-05 12:00:00,22.2,4.8,0.3,79,100,2025,5,5,12
Pereira,2025-05-05 13:00:00,22.5,4.7,0.4,75,100,2025,5,5,13
Pereira,2025-05-05 14:00:00,22.6,2.8,0.3,73,100,2025,5,5,14
Pereira,2025-05-05 15:00:00,22.4,0.5,0.2,73,100,2025,5,5,15
Pereira,2025-05-05 16:00:00,21.9,2.7,1.7,76,100,2025,5,5,16
Pereira,2025-05-05 17:00:00,21.2,3.2,1.5,81,100,2025,5,5,17
Pereira,2025-05-05 18:00:00,20.2,1.9,2.2,87,100,2025,5,5,18
Pereira,2025-05-05 19:00:00,19.6,1.0,2.4,89,100,2025,5,5,19
Pereira,2025-05-05 20:00:00,19.3,1.1,2.3,90,100,2025,5,5,20
Pereira,2025-05-05 21:00:00,19.0,1.1,2.6,92,100,2025,5,5,21
Pereira,2025-05-05 22:00:00,18.8,1.1,2.6,93,100,2025,5,5,22
Pereira,2025-05-05 23:00:00,18.5,0.8,2.9,95,100,2025,5,5,23
Pereira,2025-05-06 00:00:00,18.2,1.4,2.7,94,100,2025,5,6,0
Pereira,2025-05-06 01:00:00,18.0,1.1,2.5,95,100,2025,5,6,1
Pereira,2025-05-06 02:00:00,17.7,1.4,1.3,96,100,2025,5,6,2
Pereira,2025-05-06 03:00:00,17.4,2.2,1.3,97,100,2025,5,6,3
Pereira,2025-05-06 04:00:00,17.2,2.5,1.3,98,100,2025,5,6,4
Pereira,2025-05-06 05:00:00,17.1,2.6,0.2,98,100,2025,5,6,5
Pereira,2025-05-06 06:00:00,17.1,3.2,0.2,97,100,2025,5,6,6
Pereira,2025-05-06 07:00:00,17.5,3.4,0.2,95,100,2025,5,6,7
Pereira,2025-05-06 08:00:00,18.5,3.7,0.0,91,99,2025,5,6,8
Pereira,2025-05-06 09:00:00,19.9,4.5,0.0,85,98,2025,5,6,9
Pereira,2025-05-06 10:00:00,21.3,5.0,0.0,80,97,2025,5,6,10
Pereira,2025-05-06 11:00:00,22.5,5.1,0.1,75,98,2025,5,6,11
Pereira,2025-05-06 12:00:00,23.7,4.8,0.1,70,99,2025,5,6,12
Pereira,2025-05-06 13:00:00,24.4,4.8,0.1,67,100,2025,5,6,13
Pereira,2025-05-06 14:00:00,24.3,4.1,1.4,68,100,2025,5,6,14
Pereira,2025-05-06 15:00:00,23.8,3.2,1.4,71,100,2025,5,6,15
Pereira,2025-05-06 16:00:00,23.0,2.3,1.4,75,100,2025,5,6,16
Pereira,2025-05-06 17:00:00,22.1,1.3,3.8,80,100,2025,5,6,17
Pereira,2025-05-06 18:00:00,21.1,0.4,3.8,85,100,2025,5,6,18
Pereira,2025-05-06 19:00:00,20.2,1.1,3.8,90,100,2025,5,6,19
Pereira,2025-05-06 20:00:00,19.6,1.8,2.5,93,100,2025,5,6,20
Pereira,2025-05-06 21:00:00,19.3,2.5,2.5,94,100,2025,5,6,21
Pereira,2025-05-06 22:00:00,19.0,2.9,2.5,95,100,2025,5,6,22
Pereira,2025-05-06 23:00:00,18.7,2.9,0.6,96,100,2025,5,6,23
Pereira,2025-05-07 00:00:00,18.5,2.6,0.6,96,100,2025,5,7,0
Pereira,2025-05-07 01:00:00,18.2,2.3,0.6,96,100,2025,5,7,1
Pereira,2025-05-07 02:00:00,18.0,1.8,0.8,96,100,2025,5,7,2
Pereira,2025-05-07 03:00:00,17.7,1.1,0.8,97,100,2025,5,7,3
Pereira,2025-05-07 04:00:00,17.6,1.1,0.8,97,100,2025,5,7,4
Pereira,2025-05-07 05:00:00,17.4,1.5,0.0,98,96,2025,5,7,5
Pereira,2025-05-07 06:00:00,17.4,2.0,0.0,98,92,2025,5,7,6
Pereira,2025-05-07 07:00:00,17.7,2.4,0.0,97,88,2025,5,7,7
Pereira,2025-05-07 08:00:00,18.8,2.5,0.0,93,92,2025,5,7,8
Pereira,2025-05-07 09:00:00,20.4,3.4,0.0,86,96,2025,5,7,9
Pereira,2025-05-07 10:00:00,21.8,4.1,0.0,80,100,2025,5,7,10
Pereira,2025-05-07 11:00:00,23.1,4.4,0.1,74,100,2025,5,7,11
Pereira,2025-05-07 12:00:00,24.2,5.6,0.1,68,100,2025,5,7,12
Pereira,2025-05-07 13:00:00,24.9,6.6,0.1,65,100,2025,5,7,13
Pereira,2025-05-07 14:00:00,24.7,6.8,0.5,66,100,2025,5,7,14
Pereira,2025-05-07 15:00:00,23.9,6.3,0.5,69,100,2025,5,7,15
Pereira,2025-05-07 16:00:00,23.1,5.2,0.5,73,100,2025,5,7,16
Pereira,2025-05-07 17:00:00,22.2,3.3,1.3,78,100,2025,5,7,17
Pereira,2025-05-07 18:00:00,21.3,2.3,1.3,83,100,2025,5,7,18
Pereira,2025-05-07 19:00:00,20.5,3.4,1.3,88,100,2025,5,7,19
Pereira,2025-05-07 20:00:00,19.9,3.7,0.8,91,100,2025,5,7,20
Pereira,2025-05-07 21:00:00,19.5,3.3,0.8,94,100,2025,5,7,21
Pereira,2025-05-07 22:00:00,19.1,3.1,0.8,95,100,2025,5,7,22
Pereira,2025-05-07 23:00:00,18.8,2.7,0.5,95,100,2025,5,7,23
Pereira,2025-05-08 00:00:00,18.5,2.5,0.5,94,100,2025,5,8,0
Pereira,2025-05-08 01:00:00,18.3,2.2,0.5,94,100,2025,5,8,1
Pereira,2025-05-08 02:00:00,18.0,1.3,0.3,94,100,2025,5,8,2
Pereira,2025-05-08 03:00:00,17.8,1.0,0.3,95,99,2025,5,8,3
Pereira,2025-05-08 04:00:00,17.7,1.8,0.3,95,99,2025,5,8,4
Pereira,2025-05-08 05:00:00,17.6,2.2,0.0,96,99,2025,5,8,5
Pereira,2025-05-08 06:00:00,17.6,2.4,0.0,96,99,2025,5,8,6
Pereira,2025-05-08 07:00:00,17.9,2.6,0.0,95,99,2025,5,8,7
Pereira,2025-05-08 08:00:00,19.0,2.3,0.0,91,92,2025,5,8,8
Pereira,2025-05-08 09:00:00,20.4,2.2,0.0,85,86,2025,5,8,9
Pereira,2025-05-08 10:00:00,21.8,2.3,0.0,79,79,2025,5,8,10
Pereira,2025-05-08 11:00:00,23.2,2.7,0.0,73,71,2025,5,8,11
Pereira,2025-05-08 12:00:00,24.5,3.6,0.0,66,64,2025,5,8,12
Pereira,2025-05-08 13:00:00,25.3,4.3,0.0,63,56,2025,5,8,13
Pereira,2025-05-08 14:00:00,25.0,4.1,0.4,64,71,2025,5,8,14
Pereira,2025-05-08 15:00:00,24.2,3.7,0.4,68,85,2025,5,8,15
Pereira,2025-05-08 16:00:00,23.4,3.3,0.4,72,100,2025,5,8,16
Pereira,2025-05-08 17:00:00,22.7,2.8,0.6,76,100,2025,5,8,17
Pereira,2025-05-08 18:00:00,21.9,1.9,0.6,81,100,2025,5,8,18
Pereira,2025-05-08 19:00:00,21.3,1.4,0.6,85,100,2025,5,8,19
Pereira,2025-05-08 20:00:00,20.7,1.6,0.0,88,100,2025,5,8,20
Pereira,2025-05-08 21:00:00,20.2,2.3,0.0,91,100,2025,5,8,21
Pereira,2025-05-08 22:00:00,19.8,2.6,0.0,93,100,2025,5,8,22
Pereira,2025-05-08 23:00:00,19.4,2.6,0.1,94,100,2025,5,8,23
Pereira,2025-05-09 00:00:00,19.2,2.0,0.1,95,100,2025,5,9,0
Pereira,2025-05-09 01:00:00,18.9,1.5,0.1,95,100,2025,5,9,1
Pereira,2025-05-09 02:00:00,18.7,1.1,0.3,95,100,2025,5,9,2
Pereira,2025-05-09 03:00:00,18.4,1.3,0.3,94,100,2025,5,9,3
Pereira,2025-05-09 04:00:00,18.3,1.8,0.3,94,100,2025,5,9,4
Pereira,2025-05-09 05:00:00,18.2,1.5,0.0,95,99,2025,5,9,5
Pereira,2025-05-09 06:00:00,18.2,1.0,0.0,96,97,2025,5,9,6
Pereira,2025-05-09 07:00:00,18.6,0.5,0.0,95,96,2025,5,9,7
Pereira,2025-05-09 08:00:00,19.7,1.0,0.0,90,78,2025,5,9,8
Pereira,2025-05-09 09:00:00,21.2,2.6,0.0,83,59,2025,5,9,9
Pereira,2025-05-09 10:00:00,22.7,3.9,0.0,76,41,2025,5,9,10
Pereira,2025-05-09 11:00:00,24.1,4.7,0.0,70,61,2025,5,9,11
Pereira,2025-05-09 12:00:00,25.5,5.0,0.0,63,80,2025,5,9,12
Pereira,2025-05-09 13:00:00,26.3,4.8,0.0,59,100,2025,5,9,13
Pereira,2025-05-09 14:00:00,26.4,4.6,0.1,57,100,2025,5,9,14
Pereira,2025-05-09 15:00:00,26.1,4.3,0.1,56,100,2025,5,9,15
Pereira,2025-05-09 16:00:00,25.5,3.6,0.1,58,100,2025,5,9,16
Pereira,2025-05-09 17:00:00,24.8,2.3,0.0,62,100,2025,5,9,17
Pereira,2025-05-09 18:00:00,23.9,1.1,0.0,68,100,2025,5,9,18
Pereira,2025-05-09 19:00:00,22.9,2.1,0.0,74,100,2025,5,9,19
Pereira,2025-05-09 20:00:00,21.8,3.2,0.0,80,100,2025,5,9,20
Pereira,2025-05-09 21:00:00,20.6,4.0,0.0,87,100,2025,5,9,21
Pereira,2025-05-09 22:00:00,19.6,4.3,0.0,92,100,2025,5,9,22
Pereira,2025-05-09 23:00:00,19.0,4.1,0.0,95,100,2025,5,9,23
